"","country","year","mean_year_tempeC","id","tot_gas","year_deaths"
"369","Kazakhstan",1995,7.49166666666667,"Kazakhstan-1995",220.83,47253
"370","Kazakhstan",1996,5.23333333333333,"Kazakhstan-1996",192.78,46989
"371","Kazakhstan",1997,7.10833333333333,"Kazakhstan-1997",164.97,43777
"372","Kazakhstan",1998,6.45833333333333,"Kazakhstan-1998",164.26,39870
"373","Kazakhstan",1999,7.20833333333333,"Kazakhstan-1999",148.12,34268
"374","Kazakhstan",2000,7.01666666666667,"Kazakhstan-2000",147.35,33883
"375","Kazakhstan",2001,7.04166666666667,"Kazakhstan-2001",147.08,31322
"376","Kazakhstan",2002,7.51666666666667,"Kazakhstan-2002",164.14,31767
"377","Kazakhstan",2003,6.375,"Kazakhstan-2003",175.32,32270
"378","Kazakhstan",2004,7.66666666666667,"Kazakhstan-2004",192.35,20663
"379","Kazakhstan",2005,7.3,"Kazakhstan-2005",204.78,21190
"380","Kazakhstan",2006,7.16666666666667,"Kazakhstan-2006",226.14,19462
"381","Kazakhstan",2007,7.46666666666667,"Kazakhstan-2007",234.21,20066
"382","Kazakhstan",2008,7.34166666666667,"Kazakhstan-2008",280.62,18053
"383","Kazakhstan",2009,6.675,"Kazakhstan-2009",249.71,17422
"384","Kazakhstan",2010,7.14166666666667,"Kazakhstan-2010",275.78,15853
"385","Kazakhstan",2011,6.075,"Kazakhstan-2011",284.28,18572
"386","Kazakhstan",2012,6.51666666666667,"Kazakhstan-2012",284.28,20357
"387","Kiribati",1991,27.4916666666667,"Kiribati-1991",0.04,84
"388","Kiribati",1992,27.4916666666667,"Kiribati-1992",0.04,114
"389","Kiribati",1993,27.4916666666667,"Kiribati-1993",0.05,121
"390","Kiribati",1994,27.4916666666667,"Kiribati-1994",0.04,73
"391","Kiribati",1995,27.4916666666667,"Kiribati-1995",0.05,86
"392","Kiribati",1996,27.4916666666667,"Kiribati-1996",0.05,74
"393","Kiribati",1997,27.4916666666667,"Kiribati-1997",0.05,104
"394","Kiribati",1998,27.4916666666667,"Kiribati-1998",0.05,84
"395","Kuwait",1993,25.3,"Kuwait-1993",32.97,554
"396","Kuwait",1994,25.8833333333333,"Kuwait-1994",37.81,515
"397","Latvia",1991,6.68333333333333,"Latvia-1991",10.66,1061
"398","Latvia",1992,7.00833333333333,"Latvia-1992",7.97,1010
"399","Latvia",1993,5.84166666666667,"Latvia-1993",4.78,1213
"400","Latvia",1994,6.14166666666667,"Latvia-1994",1.8,1580
"401","Latvia",1995,6.59166666666667,"Latvia-1995",0.13,1524
"402","Lithuania",1991,7.26666666666667,"Lithuania-1991",47.61,2013
"403","Lithuania",1992,7.56666666666667,"Lithuania-1992",32.84,1884
"404","Lithuania",1993,6.425,"Lithuania-1993",26.92,6460
"405","Lithuania",1994,6.85,"Lithuania-1994",24.9,6600
"406","Lithuania",1995,7.09166666666667,"Lithuania-1995",23.29,6671
"407","Lithuania",1996,5.6,"Lithuania-1996",24.04,6145
"408","Lithuania",1997,6.81666666666667,"Lithuania-1997",23.81,5828
"409","Luxembourg",1991,9.03333333333333,"Luxembourg-1991",12.04,715
"410","Luxembourg",1992,9.80833333333333,"Luxembourg-1992",11.72,784
"411","Luxembourg",1993,9.24166666666667,"Luxembourg-1993",11.93,794
"412","Luxembourg",1994,10.4,"Luxembourg-1994",11.09,781
"413","Luxembourg",1995,9.84166666666667,"Luxembourg-1995",8.94,750
"414","Luxembourg",1996,8.18333333333333,"Luxembourg-1996",9.02,778
"415","Luxembourg",1997,9.69166666666667,"Luxembourg-1997",8.52,795
"416","Malaysia",1997,25.7666666666667,"Malaysia-1997",257.86,11845
"417","Malta",1991,18.5333333333333,"Malta-1991",2.43,533
"418","Malta",1992,18.725,"Malta-1992",2.41,656
"419","Malta",1993,18.9166666666667,"Malta-1993",3.05,574
"420","Malta",1994,19.8583333333333,"Malta-1994",2.76,607
"421","Mauritius",1991,23.4333333333333,"Mauritius-1991",2.36,1820
"422","Mauritius",1992,23,"Mauritius-1992",2.45,1857
"423","Mauritius",1993,23.125,"Mauritius-1993",2.61,1769
"424","Mauritius",1994,23.3166666666667,"Mauritius-1994",2.69,2023
"425","Mauritius",1995,23.2166666666667,"Mauritius-1995",2.75,1953
"426","Mauritius",1996,22.9583333333333,"Mauritius-1996",2.92,1842
"427","Mauritius",1997,23.3,"Mauritius-1997",3.03,1988
"428","Mauritius",1998,23.575,"Mauritius-1998",3.31,1862
"429","Mauritius",1999,23.2083333333333,"Mauritius-1999",3.84,1834
"430","Mauritius",2000,23.1166666666667,"Mauritius-2000",4.27,1699
"431","Mauritius",2001,23.6,"Mauritius-2001",4.48,1683
"432","Mauritius",2002,23.575,"Mauritius-2002",4.5,1635
"433","Mauritius",2003,23.7416666666667,"Mauritius-2003",4.7,1687
"434","Mauritius",2004,23.6,"Mauritius-2004",4.72,1551
"435","Mexico",1991,20.8916666666667,"Mexico-1991",435.45,101413
"436","Mexico",1992,20.6916666666667,"Mexico-1992",438.32,98801
"437","Mexico",1993,20.95,"Mexico-1993",458,99017
"438","Mexico",1994,21.375,"Mexico-1994",483.6,99642
"439","Mexico",1995,21.3083333333333,"Mexico-1995",464.6,101720
"440","Mexico",1996,21.1916666666667,"Mexico-1996",490.56,103936
"441","Mexico",1997,20.8833333333333,"Mexico-1997",518.59,102748
"442","Mongolia",1994,0.591666666666667,"Mongolia-1994",31.6,5871
"443","Netherlands",1991,9.40833333333333,"Netherlands-1991",210.79,31182
"444","Netherlands",1992,10.3416666666667,"Netherlands-1992",210.18,29639
"445","Netherlands",1993,9.40833333333333,"Netherlands-1993",215.69,36729
"446","Netherlands",1994,10.4583333333333,"Netherlands-1994",215.43,32735
"447","Netherlands",1995,10.2,"Netherlands-1995",220.82,35315
"448","New Zealand",1991,9.575,"New Zealand-1991",44.62,6841
"449","New Zealand",1992,8.975,"New Zealand-1992",45.48,7234
"450","New Zealand",1993,9.28333333333333,"New Zealand-1993",44.56,7024
"451","New Zealand",1994,9.66666666666667,"New Zealand-1994",46.29,7149
"452","New Zealand",1995,9.98333333333333,"New Zealand-1995",47.55,7736
"453","New Zealand",1996,9.9,"New Zealand-1996",48.09,8102
"454","New Zealand",1997,9.7,"New Zealand-1997",50.39,7476
"455","New Zealand",1998,10.7583333333333,"New Zealand-1998",48.89,5962
"456","New Zealand",1999,10.6583333333333,"New Zealand-1999",51.14,7188
"457","Nicaragua",1991,25.25,"Nicaragua-1991",28.25,3701
"458","Nicaragua",1992,25.2666666666667,"Nicaragua-1992",29.16,3234
"459","Nicaragua",1993,25.1916666666667,"Nicaragua-1993",29.83,3470
"460","Nicaragua",1994,25.2916666666667,"Nicaragua-1994",30.15,3449
"461","Nicaragua",1996,24.7833333333333,"Nicaragua-1996",29.56,3178
"462","Norway",1991,1.58333333333333,"Norway-1991",28.34,10482
"463","Norway",1992,1.95833333333333,"Norway-1992",28.89,10876
"464","Norway",1993,0.975,"Norway-1993",30.74,12724
"465","Norway",1994,1.01666666666667,"Norway-1994",32.28,10782
"466","Norway",1995,1.1,"Norway-1995",31.6,11794
"467","Oman",2009,26.325,"Oman-2009",48.44,546
"468","Pakistan",1993,20.5833333333333,"Pakistan-1993",186.47,384
"469","Pakistan",1994,20.275,"Pakistan-1994",193.14,337
"470","Panama",1996,24.975,"Panama-1996",16.03,2090
"471","Panama",1997,25.4166666666667,"Panama-1997",15.94,2315
"472","Paraguay",1991,23.7333333333333,"Paraguay-1991",72.17,2095
"473","Paraguay",1994,24.2833333333333,"Paraguay-1994",71.74,2729
"474","Paraguay",1995,23.6083333333333,"Paraguay-1995",73.74,2844
"475","Peru",1991,19.5416666666667,"Peru-1991",102.62,18167
"476","Peru",1992,19.9333333333333,"Peru-1992",103.48,24738
"477","Peru",1994,19.7083333333333,"Peru-1994",107.18,22851
"478","Peru",1995,19.7416666666667,"Peru-1995",111.96,29349
"479","Peru",1996,19.15,"Peru-1996",115.54,27709
"480","Peru",1997,20.1916666666667,"Peru-1997",116.84,26539
"481","Peru",1998,20.4166666666667,"Peru-1998",117.11,30514
"482","Philippines",1992,25.6166666666667,"Philippines-1992",100.41,173051
"483","Philippines",1993,25.6666666666667,"Philippines-1993",105.92,165829
"484","Philippines",1994,25.775,"Philippines-1994",113.69,156639
"485","Philippines",1995,25.65,"Philippines-1995",125.88,167706
"486","Philippines",1996,25.5166666666667,"Philippines-1996",134.83,171798
"487","Philippines",1997,25.625,"Philippines-1997",143.44,168168
"488","Philippines",1998,26.2833333333333,"Philippines-1998",137.3,177673
"489","Poland",1991,8.225,"Poland-1991",424.94,67158
"490","Poland",1992,8.83333333333333,"Poland-1992",414.15,63823
"491","Poland",1993,7.86666666666667,"Poland-1993",413.64,64687
"492","Poland",1994,8.91666666666667,"Poland-1994",408.95,63319
"493","Poland",1995,8.26666666666667,"Poland-1995",408.44,66058
"494","Poland",1996,6.69166666666667,"Poland-1996",423.05,67580
"495","Portugal",1991,15.1833333333333,"Portugal-1991",59.56,19148
"496","Portugal",1992,15.2,"Portugal-1992",63.58,18169
"497","Portugal",1993,14.6166666666667,"Portugal-1993",62.5,20984
"498","Portugal",1994,15.4916666666667,"Portugal-1994",64.41,19273
"499","Portugal",1995,16.025,"Portugal-1995",68.18,21289
"500","Portugal",1996,15.1666666666667,"Portugal-1996",66.63,22788
"501","Portugal",1997,15.9916666666667,"Portugal-1997",68.93,23977
"502","Portugal",1998,15.6,"Portugal-1998",74.08,24796
"503","Portugal",1999,15.3166666666667,"Portugal-1999",80.82,28127
"504","Portugal",2000,15.3666666666667,"Portugal-2000",80.33,26226
"505","Portugal",2001,15.4833333333333,"Portugal-2001",78.72,22306
"506","Portugal",2004,15.4583333333333,"Portugal-2004",80.6,14639
"507","Portugal",2005,15.475,"Portugal-2005",83.7,18939
"508","Romania",1991,8.61666666666667,"Romania-1991",203.46,55706
"509","Romania",1992,9.19166666666667,"Romania-1992",182.02,57322
"510","Romania",1993,8.60833333333333,"Romania-1993",170.57,51767
"511","Romania",1994,10.2833333333333,"Romania-1994",167.11,52190
"512","Romania",1995,9.08333333333333,"Romania-1995",172.66,50348
"513","Romania",1996,8.775,"Romania-1996",175.94,54974
"514","Romania",1997,8.50833333333333,"Romania-1997",163.31,51507
"515","Romania",1998,9.09166666666667,"Romania-1998",145.8,48046
"516","Seychelles",2001,27.3666666666667,"Seychelles-2001",0.73,124
"517","Seychelles",2002,27.4333333333333,"Seychelles-2002",0.63,116
"518","Seychelles",2003,27.5,"Seychelles-2003",0.65,132
"519","Seychelles",2004,27.25,"Seychelles-2004",0.85,122
"520","Seychelles",2005,27.4,"Seychelles-2005",0.79,184
"521","Seychelles",2006,27.5,"Seychelles-2006",0.84,153
"522","Seychelles",2007,27.6916666666667,"Seychelles-2007",0.75,157
"523","Seychelles",2008,27.3833333333333,"Seychelles-2008",0.81,190
"524","Seychelles",2009,27.75,"Seychelles-2009",0.62,130
"525","Seychelles",2010,27.9333333333333,"Seychelles-2010",0.56,170
"526","Seychelles",2011,27.7666666666667,"Seychelles-2011",0.52,227
"527","Seychelles",2012,27.725,"Seychelles-2012",0.57,198
"528","Seychelles",2013,27.7333333333333,"Seychelles-2013",0.54,236
"529","Seychelles",2014,27.725,"Seychelles-2014",0.6,190
"530","Seychelles",2015,28.0916666666667,"Seychelles-2015",0.65,169
"531","Seychelles",2016,27.8916666666667,"Seychelles-2016",0.69,180
"532","Seychelles",2017,27.8583333333333,"Seychelles-2017",0.74,212
"533","Singapore",1991,27.325,"Singapore-1991",34.74,5429
"534","Singapore",1992,27.2583333333333,"Singapore-1992",37.34,5745
"535","Singapore",1993,27.1916666666667,"Singapore-1993",44.23,6009
"536","Singapore",1994,27.2583333333333,"Singapore-1994",47.8,5992
"537","Singapore",1995,27.3666666666667,"Singapore-1995",49.15,6675
"538","Singapore",1996,27.3083333333333,"Singapore-1996",50.59,6049
"539","Singapore",1997,27.6916666666667,"Singapore-1997",50.69,5776
"540","Singapore",1998,27.975,"Singapore-1998",49.66,6214
"541","Singapore",1999,27.2833333333333,"Singapore-1999",50.61,5739
"542","Singapore",2000,27.4583333333333,"Singapore-2000",55.25,6022
"543","Singapore",2001,27.5666666666667,"Singapore-2001",54.95,5526
"544","Singapore",2002,27.9083333333333,"Singapore-2002",54.07,6559
"545","Singapore",2003,27.6083333333333,"Singapore-2003",50.96,6912
"546","Singapore",2004,27.5916666666667,"Singapore-2004",52.39,6760
"547","Singapore",2005,27.5916666666667,"Singapore-2005",49.68,7188
"548","Singapore",2006,27.4333333333333,"Singapore-2006",50.13,6890
"549","Singapore",2007,27.4166666666667,"Singapore-2007",51.4,6954
"550","Singapore",2008,27.2833333333333,"Singapore-2008",51.7,7101
"551","Singapore",2009,27.525,"Singapore-2009",52.25,7511
"552","Singapore",2010,27.8333333333333,"Singapore-2010",55.98,7917
"553","Singapore",2011,27.525,"Singapore-2011",59.05,8074
"554","Slovakia",1992,8.225,"Slovakia-1992",46.97,11364
"555","Slovakia",1993,7.55833333333333,"Slovakia-1993",44.27,11556
"556","Slovenia",1991,8.325,"Slovenia-1991",7.32,3383
"557","Slovenia",1992,9.5,"Slovenia-1992",7.06,3685
"558","Slovenia",1993,8.90833333333333,"Slovenia-1993",7.77,3590
"559","Slovenia",1994,10.1583333333333,"Slovenia-1994",7.85,3512
"560","Slovenia",1995,8.89166666666667,"Slovenia-1995",8.72,4190
"561","Slovenia",1996,8.19166666666667,"Slovenia-1996",9.54,3919
"562","South Africa",1993,18.3166666666667,"South Africa-1993",320.86,51459
"563","South Africa",1994,17.6333333333333,"South Africa-1994",326.81,68565
"564","South Africa",1995,17.9583333333333,"South Africa-1995",337.33,74530
"565","Spain",1991,13.2833333333333,"Spain-1991",238.82,84094
"566","Spain",1992,13.2833333333333,"Spain-1992",248.65,81274
"567","Spain",1993,12.875,"Spain-1993",233.85,85991
"568","Spain",1994,13.8916666666667,"Spain-1994",246.79,83915
"569","Spain",1995,14.225,"Spain-1995",260.7,89321
"570","Spain",1996,13.4,"Spain-1996",254.16,91711
"571","Spain",1997,14.3,"Spain-1997",275.71,92518
"572","Spain",1998,13.8333333333333,"Spain-1998",285.23,99163
"573","Sri Lanka",1991,27.1083333333333,"Sri Lanka-1991",29.1,5504
"574","Sri Lanka",1992,26.8416666666667,"Sri Lanka-1992",30.95,5691
"575","Sri Lanka",1995,27.125,"Sri Lanka-1995",32.47,7046
"576","Sri Lanka",1996,27.025,"Sri Lanka-1996",32.19,15691
"577","Sri Lanka",1997,27.2416666666667,"Sri Lanka-1997",30.06,15387
"578","Sri Lanka",1998,27.6833333333333,"Sri Lanka-1998",27.46,16693
"579","Sri Lanka",1999,26.975,"Sri Lanka-1999",26.75,17048
"580","Sri Lanka",2000,27.0916666666667,"Sri Lanka-2000",25.84,18115
"581","Sri Lanka",2001,27.275,"Sri Lanka-2001",23.54,17944
"582","Sri Lanka",2002,27.3666666666667,"Sri Lanka-2002",24.54,17377
"583","Sri Lanka",2003,27.3416666666667,"Sri Lanka-2003",25.78,20305
"584","Suriname",1991,25.675,"Suriname-1991",6.47,252
"585","Suriname",1992,25.4333333333333,"Suriname-1992",6.58,283
"586","Sweden",1991,2.4,"Sweden-1991",70.91,17521
"587","Sweden",1992,2.85,"Sweden-1992",73.46,17803
"588","Sweden",1993,1.89166666666667,"Sweden-1993",73.42,19892
"589","Sweden",1994,1.8,"Sweden-1994",75.23,17318
"590","Sweden",1995,2.01666666666667,"Sweden-1995",74.78,18085
"591","Sweden",1996,1.4,"Sweden-1996",80.33,19084
"592","Switzerland",1991,5.15833333333333,"Switzerland-1991",53.4,4198
"593","Switzerland",1992,5.775,"Switzerland-1992",53.31,4359
"594","Switzerland",1993,5.35833333333333,"Switzerland-1993",50.85,4780
"595","Switzerland",1994,6.575,"Switzerland-1994",49.97,4520
"596","Tajikistan",1991,2.95833333333333,"Tajikistan-1991",16.95,3795
"597","Tajikistan",1992,2.875,"Tajikistan-1992",13.94,4070
"598","Tajikistan",1993,2.69166666666667,"Tajikistan-1993",11.1,5354
"599","Tajikistan",1994,3.00833333333333,"Tajikistan-1994",8.63,5136
"600","Tajikistan",1995,3.18333333333333,"Tajikistan-1995",8.04,3938
"601","Tajikistan",1996,2.71666666666667,"Tajikistan-1996",7.41,3739
"602","Tajikistan",1997,3.25833333333333,"Tajikistan-1997",7.65,3355
"603","Tajikistan",1998,3.36666666666667,"Tajikistan-1998",7.59,3358
"604","Tajikistan",1999,4.11666666666667,"Tajikistan-1999",7.11,2669
"605","Tajikistan",2000,3.95833333333333,"Tajikistan-2000",6.76,3066
"606","Tajikistan",2001,4.125,"Tajikistan-2001",6.41,3046
"607","Tajikistan",2002,4,"Tajikistan-2002",6.46,2771
"608","Tajikistan",2003,3.46666666666667,"Tajikistan-2003",6.62,2777
"609","Tajikistan",2004,4.50833333333333,"Tajikistan-2004",7.18,2409
"610","Tajikistan",2005,3.88333333333333,"Tajikistan-2005",7.26,2326
"611","Thailand",1991,27.0416666666667,"Thailand-1991",186.02,32814
"612","Thailand",1992,26.6666666666667,"Thailand-1992",197.92,33759
"613","Trinidad and Tobago",1991,26.1916666666667,"Trinidad and Tobago-1991",14.15,1169
"614","Trinidad and Tobago",1992,25.8916666666667,"Trinidad and Tobago-1992",13.1,1200
"615","Trinidad and Tobago",1993,26.225,"Trinidad and Tobago-1993",13.65,1271
"616","Trinidad and Tobago",1994,25.9333333333333,"Trinidad and Tobago-1994",14.2,1310
"617","Trinidad and Tobago",1995,26.375,"Trinidad and Tobago-1995",14.38,1351
"618","Trinidad and Tobago",1996,26.0583333333333,"Trinidad and Tobago-1996",14.64,1428
"619","Trinidad and Tobago",1997,26.1833333333333,"Trinidad and Tobago-1997",15.18,1207
"620","Trinidad and Tobago",1998,26.8416666666667,"Trinidad and Tobago-1998",15.59,1382
"621","Turkey",1991,10.775,"Turkey-1991",191.74,11530
"622","Turkey",1992,9.58333333333333,"Turkey-1992",199.22,12733
"623","Turkey",1993,10.3833333333333,"Turkey-1993",205.73,12551
"624","Turkey",1994,11.7083333333333,"Turkey-1994",200.92,13504
"625","Turkey",1995,11.15,"Turkey-1995",215.5,14691
"626","Turkey",1996,11.4,"Turkey-1996",233.26,14678
"627","Turkey",1997,10.55,"Turkey-1997",242.39,14469
"628","Turkey",1998,11.875,"Turkey-1998",243.59,15906
"629","Turkey",1999,12.1166666666667,"Turkey-1999",243.49,15357
"630","Turkey",2000,11.3083333333333,"Turkey-2000",267.48,12895
"631","Turkey",2001,12.2916666666667,"Turkey-2001",219.28,11398
"632","Turkey",2002,11.25,"Turkey-2002",229.56,14695
"633","Turkey",2003,11.325,"Turkey-2003",241.45,16811
"634","Turkey",2004,11.3166666666667,"Turkey-2004",247.73,18872
"635","Turkey",2005,11.4416666666667,"Turkey-2005",260.27,19796
"636","Turkey",2006,11.45,"Turkey-2006",289.65,21455
"637","Turkey",2007,11.7833333333333,"Turkey-2007",319.59,22045
"638","Turkey",2008,11.7166666666667,"Turkey-2008",318.18,22090
"639","Turkmenistan",1991,15.5,"Turkmenistan-1991",69.95,10616
"640","Turkmenistan",1992,14.85,"Turkmenistan-1992",56.19,11236
"641","Turkmenistan",1993,14.7583333333333,"Turkmenistan-1993",53.18,12778
"642","Turkmenistan",1994,15.2333333333333,"Turkmenistan-1994",57.44,4069
"643","Turkmenistan",1995,16.4416666666667,"Turkmenistan-1995",59.38,3864
"644","Turkmenistan",1996,15.2916666666667,"Turkmenistan-1996",56.92,3880
"645","Turkmenistan",1997,16.1333333333333,"Turkmenistan-1997",57.69,3855
"646","Turkmenistan",1998,16,"Turkmenistan-1998",59.91,3605
"647","Turkmenistan",1999,16.6416666666667,"Turkmenistan-1999",66.86,5827
"648","Turkmenistan",2000,16.4666666666667,"Turkmenistan-2000",69.8,6026
"649","Turkmenistan",2001,16.7083333333333,"Turkmenistan-2001",72.84,5633
"650","Turkmenistan",2002,16.525,"Turkmenistan-2002",77.22,4645
"651","Turkmenistan",2003,15.675,"Turkmenistan-2003",84.38,4414
"652","Turkmenistan",2004,16.6,"Turkmenistan-2004",88.86,4172
"653","Turkmenistan",2005,16.3583333333333,"Turkmenistan-2005",89.34,3972
"654","Turkmenistan",2006,16.4666666666667,"Turkmenistan-2006",89.75,3609
"655","Turkmenistan",2007,16.1166666666667,"Turkmenistan-2007",94.27,4203
"656","Turkmenistan",2008,15.8333333333333,"Turkmenistan-2008",94.4,4541
"657","Turkmenistan",2009,16.1916666666667,"Turkmenistan-2009",86.13,4555
"658","Turkmenistan",2010,17.0416666666667,"Turkmenistan-2010",91.9,3607
"659","Turkmenistan",2011,15.6583333333333,"Turkmenistan-2011",101.66,3640
"660","Turkmenistan",2012,15.875,"Turkmenistan-2012",108.94,3322
"661","Turkmenistan",2013,16.875,"Turkmenistan-2013",114.27,3825
"662","Turkmenistan",2014,15.7666666666667,"Turkmenistan-2014",119.77,4281
"663","Turkmenistan",2015,16.6,"Turkmenistan-2015",126.15,4313
"664","Ukraine",1991,8.525,"Ukraine-1991",828.09,39485
"665","Ukraine",1992,8.58333333333333,"Ukraine-1992",735.92,40327
"666","Ukraine",1993,7.9,"Ukraine-1993",646.85,44081
"667","Ukraine",1994,9,"Ukraine-1994",551.55,46681
"668","Ukraine",1995,8.84166666666667,"Ukraine-1995",521.01,49835
"669","Ukraine",1996,7.73333333333333,"Ukraine-1996",459.23,49305
"670","Ukraine",1997,7.725,"Ukraine-1997",434.81,47481
"671","Ukraine",1998,8.59166666666667,"Ukraine-1998",406.96,42593
"672","Ukraine",1999,9.58333333333333,"Ukraine-1999",403.27,45394
"673","Ukraine",2000,9.49166666666667,"Ukraine-2000",385.01,47231
"674","Ukraine",2001,8.99166666666667,"Ukraine-2001",408.37,43185
"675","Ukraine",2002,9.475,"Ukraine-2002",411.04,39925
"676","Ukraine",2003,8.29166666666667,"Ukraine-2003",441.53,38758
"677","Ukraine",2004,8.925,"Ukraine-2004",406.48,37391
"678","Ukraine",2005,9.00833333333333,"Ukraine-2005",387.71,64430
"679","Ukraine",2006,8.63333333333333,"Ukraine-2006",393.04,56654
"680","Ukraine",2007,10.1583333333333,"Ukraine-2007",401.26,57444
"681","Ukraine",2008,9.725,"Ukraine-2008",387.22,53464
"682","Ukraine",2009,9.64166666666667,"Ukraine-2009",327.37,47561
"683","Ukraine",2010,9.39166666666667,"Ukraine-2010",345.37,43887
"684","Ukraine",2011,9.04166666666667,"Ukraine-2011",376.94,40143
"685","Ukraine",2012,9.5,"Ukraine-2012",364.85,38565
"686","Ukraine",2014,9.71666666666667,"Ukraine-2014",317.98,32965
"687","Ukraine",2015,10.35,"Ukraine-2015",265.08,30721
"688","Ukraine",2017,9.81666666666667,"Ukraine-2017",251.96,26613
"689","Ukraine",2018,9.84166666666667,"Ukraine-2018",262.43,28186
"690","United Kingdom",1991,8.50833333333333,"United Kingdom-1991",761.64,190603
"691","United Kingdom",1992,8.70833333333333,"United Kingdom-1992",739.51,184290
"692","United Kingdom",1993,8.30833333333333,"United Kingdom-1993",722.61,247531
"693","United Kingdom",1994,8.85833333333333,"United Kingdom-1994",711.75,224207
"694","United Kingdom",1995,9.20833333333333,"United Kingdom-1995",702.55,245175
"695","United Kingdom",1996,8.2,"United Kingdom-1996",722.68,239316
"696","United Kingdom",1997,9.35833333333333,"United Kingdom-1997",701.07,246018
"697","United Kingdom",1998,9.1,"United Kingdom-1998",697.42,241608
"698","United Kingdom",1999,9.275,"United Kingdom-1999",671.25,258708
"699","Uruguay",1993,17.6416666666667,"Uruguay-1993",19.31,5812
"700","Uruguay",1994,18.125,"Uruguay-1994",19.19,5154
"701","Uruguay",1995,17.5333333333333,"Uruguay-1995",19.4,6025
"702","Uruguay",1996,17.7666666666667,"Uruguay-1996",20.7,5686
"703","Uzbekistan",1991,12.775,"Uzbekistan-1991",200.66,14403
"704","Uzbekistan",1992,12.3166666666667,"Uzbekistan-1992",190.34,16107
"705","Uzbekistan",1993,11.7666666666667,"Uzbekistan-1993",222.25,15248
"706","Uzbekistan",1994,12.1333333333333,"Uzbekistan-1994",199.69,14056
"707","Uzbekistan",1995,13.6833333333333,"Uzbekistan-1995",190.94,14060
"708","Uzbekistan",1996,12.125,"Uzbekistan-1996",193.36,14545
"709","Uzbekistan",1997,13.2666666666667,"Uzbekistan-1997",187.84,13458
"710","Uzbekistan",1998,12.8416666666667,"Uzbekistan-1998",198.82,14323
"711","Uzbekistan",1999,13.775,"Uzbekistan-1999",205.67,12078
"712","Uzbekistan",2000,13.675,"Uzbekistan-2000",225.43,12673
"713","Uzbekistan",2001,13.65,"Uzbekistan-2001",218.92,11615
"714","Uzbekistan",2002,13.65,"Uzbekistan-2002",222.74,11635
"715","Uzbekistan",2003,12.8833333333333,"Uzbekistan-2003",217.72,11390
"716","Venezuela",1992,25.3833333333333,"Venezuela-1992",331.42,19859
"717","Venezuela",1993,25.3833333333333,"Venezuela-1993",337.76,18926
"718","Venezuela",1994,25.325,"Venezuela-1994",340.51,19623
